departamento,codigo_via,kilometro,modalidad,hora_siniestro,mes,dia_semana,es_noche,fatal
LIMA,PE-1N,103.0,DESPISTE,0.0,6.0,WEDNESDAY,0,0
PIURA,PE-1NJ,196.0,CHOQUE,9.0,6.0,WEDNESDAY,0,0
ICA,PE-1S,379.0,CHOQUE,18.0,6.0,WEDNESDAY,1,0
AREQUIPA,PE-1S,522.0,DESPISTE,23.0,6.0,WEDNESDAY,1,0
LAMBAYEQUE,PE-1N,704.0,CHOQUE,16.0,6.0,WEDNESDAY,0,0
PUNO,PE-3S,7.0,DESPISTE,21.0,6.0,THURSDAY,1,0
AREQUIPA,PE-1SD,32.0,DESPISTE,3.0,6.0,THURSDAY,0,1
TACNA,PE-36A,47.0,CHOQUE,5.0,6.0,THURSDAY,0,1
JUNIN,PE-22B,74.0,CHOQUE,17.0,6.0,THURSDAY,0,0
LIMA,PE-1S,99.0,CHOQUE,11.0,6.0,THURSDAY,0,0
MADRE DE DIOS,PE-30C,324.0,DESPISTE,13.0,6.0,THURSDAY,0,0
ANCASH,PE-1N,404.0,DESPISTE,12.0,6.0,THURSDAY,0,0
AREQUIPA,PE-1S,775.0,DESPISTE,17.0,6.0,THURSDAY,0,0
AREQUIPA,PE-1S,811.0,DESPISTE,11.0,6.0,THURSDAY,0,0
PIURA,PI-102,18.0,CHOQUE,9.0,6.0,FRIDAY,0,0
LIMA,PE-1NE,27.0,DESPISTE,6.0,6.0,FRIDAY,0,1
LIMA,PE-1S,56.0,DESPISTE,7.0,6.0,FRIDAY,0,0
LIMA,PE-22,97.0,CHOQUE,15.0,6.0,FRIDAY,0,0
JUNIN,PE-22B,101.0,CHOQUE,7.0,6.0,FRIDAY,0,0
JUNIN,PE-3N,138.0,CHOQUE,11.0,6.0,FRIDAY,0,0
LAMBAYEQUE,PE-1NJ,148.0,CHOQUE,15.0,6.0,FRIDAY,0,0
LIMA,PE-1N,157.0,CHOQUE,7.0,6.0,FRIDAY,0,0
AMAZONAS,PE-5N,304.0,CHOQUE,17.0,6.0,FRIDAY,0,0
ANCASH,PE-1N,402.0,CHOQUE,4.0,6.0,FRIDAY,0,0
LA LIBERTAD,PE-1N,530.0,DESPISTE,4.0,6.0,FRIDAY,0,0
LAMBAYEQUE,PE-1N,817.0,CHOQUE,2.0,6.0,FRIDAY,0,0
CAJAMARCA,PE-08,126.0,DESPISTE,17.0,6.0,SATURDAY,0,0
CUSCO,PE-28B,204.0,DESPISTE,23.0,6.0,SATURDAY,1,0
PUNO,PE-34A,245.0,DESPISTE,4.0,6.0,SATURDAY,0,0
AYACUCHO,PE-3S,444.0,DESPISTE,8.0,6.0,SATURDAY,0,0
AREQUIPA,PE-1S,541.0,DESPISTE,21.0,6.0,SATURDAY,1,0
AREQUIPA,PE-1S,633.0,DESPISTE,18.0,6.0,SATURDAY,1,0
LIMA,PE-22,121.0,DESPISTE,19.0,6.0,SUNDAY,1,0
LIMA,PE-1S,124.0,ESPECIAL,3.0,6.0,SUNDAY,0,0
LIMA,PE-1S,125.0,DESPISTE,14.0,6.0,SUNDAY,0,0
JUNIN,PE-22,141.0,DESPISTE,1.0,6.0,SUNDAY,0,0
AREQUIPA,PE-1S,763.0,DESPISTE,22.0,6.0,SUNDAY,1,0
PIURA,PE-1N,47.0,DESPISTE,1.0,6.0,MONDAY,0,0
PUNO,PE-34H,48.0,CHOQUE,19.0,6.0,MONDAY,1,0
LIMA,PE-1S,131.0,DESPISTE,23.0,6.0,MONDAY,1,0
LIMA,PE-1N,168.0,CHOQUE,5.0,6.0,MONDAY,0,0
LIMA,PE-1N,204.0,CHOQUE,11.0,6.0,MONDAY,0,0
ANCASH,PE-1N,246.0,DESPISTE,14.0,6.0,MONDAY,0,0
AYACUCHO,PE-3S,441.0,ESPECIAL,5.0,6.0,MONDAY,0,0
PIURA,PE-1N,928.0,CHOQUE,0.0,6.0,MONDAY,0,0
PUNO,PE-3S,1230.0,DESPISTE,17.0,6.0,MONDAY,0,1
PUNO,PE-3S,1284.0,CHOQUE,19.0,6.0,MONDAY,1,0
CUSCO,PE-34F,8.0,CHOQUE,14.0,6.0,TUESDAY,0,0
JUNIN,PE-3N,25.0,DESPISTE,5.0,6.0,TUESDAY,0,0
LAMBAYEQUE,PE-1NJ,64.0,DESPISTE,19.0,6.0,TUESDAY,1,0
JUNIN,PE-3S,73.0,DESPISTE,15.0,6.0,TUESDAY,0,0
LIMA,PE-22,99.0,ESPECIAL,9.0,6.0,TUESDAY,0,0
PASCO,PE-3N,139.0,CHOQUE,20.0,6.0,TUESDAY,1,0
AYACUCHO,PE-3N,139.0,CHOQUE,15.0,6.0,TUESDAY,0,0
AREQUIPA,PE-34A,145.0,CHOQUE,16.0,6.0,TUESDAY,0,0
ICA,PE-1S,209.0,ATROPELLO,18.0,6.0,TUESDAY,1,1
ANCASH,PE-1N,313.0,CHOQUE,5.0,6.0,TUESDAY,0,0
MADRE DE DIOS,PE-30C,314.0,ATROPELLO,14.0,6.0,TUESDAY,0,0
APURIMAC,PE-3S,797.0,DESPISTE,3.0,6.0,TUESDAY,0,0
LA LIBERTAD,PE-10A,20.0,ATROPELLO,20.0,6.0,WEDNESDAY,1,0
LIMA,PE-1S,57.0,DESPISTE,4.0,6.0,WEDNESDAY,0,0
LIMA,PE-22,65.0,ESPECIAL,15.0,6.0,WEDNESDAY,0,0
HUANUCO,PE-18A,90.0,DESPISTE,11.0,6.0,WEDNESDAY,0,0
AYACUCHO,PE-30A,102.0,DESPISTE,17.0,6.0,WEDNESDAY,0,0
JUNIN,PE-22,149.0,CHOQUE,4.0,6.0,WEDNESDAY,0,0
JUNIN,PE-22,166.0,DESPISTE,7.0,6.0,WEDNESDAY,0,0
APURIMAC,PE-30A,182.0,DESPISTE,16.0,6.0,WEDNESDAY,0,0
ICA,PE-1S,207.0,CHOQUE,16.0,6.0,WEDNESDAY,0,0
ANCASH,PE-3N,221.0,CHOQUE,16.0,6.0,WEDNESDAY,0,0
LA LIBERTAD,PE-1N,515.0,CHOQUE,7.0,6.0,WEDNESDAY,0,1
PUNO,PE-3S,1284.0,DESPISTE,6.0,6.0,WEDNESDAY,0,0
LIMA,PE-1N,16.0,DESPISTE,14.0,6.0,THURSDAY,0,0
LIMA,PE-1NE,27.0,DESPISTE,3.0,6.0,THURSDAY,0,0
JUNIN,PE-5S,34.0,CHOQUE,21.0,6.0,THURSDAY,1,1
LIMA,PE-1S,48.0,CHOQUE,5.0,6.0,THURSDAY,0,0
LIMA,PE-1N,62.0,DESPISTE,16.0,6.0,THURSDAY,0,0
APURIMAC,PE-30A,306.0,DESPISTE,16.0,6.0,THURSDAY,0,1
AYACUCHO,PE-3S,450.0,DESPISTE,14.0,6.0,THURSDAY,0,0
LAMBAYEQUE,PE-1N,787.0,CHOQUE,16.0,6.0,THURSDAY,0,0
LAMBAYEQUE,PE-1N,829.0,DESPISTE,6.0,6.0,THURSDAY,0,0
JUNIN,PE-3N,13.0,CHOQUE,18.0,6.0,FRIDAY,1,0
LIMA,PE-1S,32.0,ATROPELLO,20.0,6.0,FRIDAY,1,1
LIMA,PE-22,65.0,DESPISTE,11.0,6.0,FRIDAY,0,0
LIMA,PE-1S,141.0,CHOQUE,11.0,6.0,FRIDAY,0,0
LIMA,PE-1N,158.0,CHOQUE,15.0,6.0,FRIDAY,0,1
AMAZONAS,PE-5N,286.0,DESPISTE,5.0,6.0,FRIDAY,0,0
PUNO,PE-3S,1284.0,DESPISTE,16.0,6.0,FRIDAY,0,0
ANCASH,PE-16,12.0,ESPECIAL,10.0,6.0,SATURDAY,0,0
LIMA,PE-1N,16.0,DESPISTE,14.0,6.0,SATURDAY,0,0
LIMA,PE-1N,104.0,ATROPELLO,9.0,6.0,SATURDAY,0,1
LIMA,PE-1N,155.0,ATROPELLO,11.0,6.0,SATURDAY,0,1
ICA,PE-1S,243.0,CHOQUE,20.0,6.0,SATURDAY,1,0
ICA,PE-1S,385.0,CHOQUE,8.0,6.0,SATURDAY,0,0
SAN MARTIN,PE-5N,471.0,DESPISTE,21.0,6.0,SATURDAY,1,0
AREQUIPA,PE-1S,608.0,DESPISTE,21.0,6.0,SATURDAY,1,0
ANCASH,PE-16,52.0,DESPISTE,12.0,6.0,SUNDAY,0,0
LIMA,PE-22,125.0,DESPISTE,17.0,6.0,SUNDAY,0,1
CUSCO,PE-28B,175.0,DESPISTE,11.0,6.0,SUNDAY,0,0
AREQUIPA,PE-34E,2.0,CHOQUE,17.0,6.0,MONDAY,0,0
CUSCO,PE-34G,8.0,DESPISTE,7.0,6.0,MONDAY,0,0
JUNIN,PE-3N,49.0,DESPISTE,1.0,6.0,MONDAY,0,0
CAJAMARCA,PE-3NB,51.0,DESPISTE,13.0,6.0,MONDAY,0,0
PUNO,PE-34A,245.0,DESPISTE,8.0,6.0,MONDAY,0,0
PUNO,PE-34A,290.0,CHOQUE,10.0,6.0,MONDAY,0,1
ANCASH,PE-1N,398.0,CHOQUE,8.0,6.0,MONDAY,0,0
PIURA,PE-1N,997.0,CHOQUE,5.0,6.0,MONDAY,0,0
PUNO,PE-3S,1353.0,DESPISTE,7.0,6.0,MONDAY,0,0
TACNA,PE-38,68.0,DESPISTE,16.0,6.0,TUESDAY,0,1
LIMA,PE-22,91.0,CHOQUE,0.0,6.0,TUESDAY,0,0
LIMA,PE-22,107.0,DESPISTE,3.0,6.0,TUESDAY,0,0
AREQUIPA,PE-34A,181.0,DESPISTE,21.0,6.0,TUESDAY,1,0
LIMA,PE-1N,182.0,CHOQUE,14.0,6.0,TUESDAY,0,0
ANCASH,PE-1N,237.0,DESPISTE,7.0,6.0,TUESDAY,0,0
SAN MARTIN,PE-5N,608.0,ATROPELLO,5.0,6.0,TUESDAY,0,1
HUANUCO,PE-18A,19.0,CHOQUE,13.0,6.0,WEDNESDAY,0,1
LIMA,PE-1S,84.0,DESPISTE,3.0,6.0,WEDNESDAY,0,0
LIMA,PE-1S,164.0,CHOQUE,9.0,6.0,WEDNESDAY,0,0
LIMA,PE-1N,203.0,DESPISTE,8.0,6.0,WEDNESDAY,0,0
LIMA,PE-1N,16.0,CHOQUE,4.0,6.0,THURSDAY,0,0
JUNIN,PE-22B,83.0,DESPISTE,6.0,6.0,THURSDAY,0,0
LIMA,PE-1S,125.0,DESPISTE,5.0,6.0,THURSDAY,0,0
LIMA,PE-1N,186.0,CHOQUE,14.0,6.0,THURSDAY,0,0
AMAZONAS,PE-5N,333.0,DESPISTE,8.0,6.0,THURSDAY,0,0
AYACUCHO,PE-3S,481.0,DESPISTE,6.0,6.0,THURSDAY,0,0
PUNO,PE-3S,1332.0,DESPISTE,9.0,6.0,THURSDAY,0,0
LIMA,PE-1S,126.0,ESPECIAL,21.0,6.0,FRIDAY,1,0
APURIMAC,PE-30A,335.0,DESPISTE,10.0,6.0,FRIDAY,0,0
AREQUIPA,PE-1S,730.0,DESPISTE,22.0,6.0,FRIDAY,1,0
PIURA,PE-1NL,1059.0,DESPISTE,16.0,6.0,FRIDAY,0,0
MOQUEGUA,PE-1S,1143.0,DESPISTE,3.0,6.0,FRIDAY,0,0
PUNO,PE-3S,1300.0,CHOQUE,15.0,6.0,FRIDAY,0,1
PUNO,PE-3S,1353.0,ATROPELLO,17.0,6.0,FRIDAY,0,0
JUNIN,PE-3S,5.0,DESPISTE,6.0,6.0,SATURDAY,0,0
CAJAMARCA,PE-3NB,37.0,DESPISTE,0.0,6.0,SATURDAY,0,0
LIMA,PE-1S,108.0,DESPISTE,7.0,6.0,SATURDAY,0,0
CAJAMARCA,PE-08,170.0,CHOQUE,14.0,6.0,SATURDAY,0,0
APURIMAC,PE-30A,367.0,DESPISTE,13.0,6.0,SATURDAY,0,0
AREQUIPA,PE-1S,865.0,CHOQUE,13.0,6.0,SATURDAY,0,0
PIURA,PE-1N,199.0,DESPISTE,22.0,6.0,SUNDAY,1,0
ANCASH,PE-1N,357.0,DESPISTE,6.0,6.0,SUNDAY,0,0
ANCASH,PE-1N,367.0,DESPISTE,8.0,6.0,SUNDAY,0,0
AREQUIPA,PE-1S,833.0,CHOQUE,13.0,6.0,SUNDAY,0,0
PIURA,PE-1N,987.0,DESPISTE,6.0,6.0,SUNDAY,0,0
TACNA,PE-1SD,12.0,CHOQUE,21.0,6.0,MONDAY,1,0
UCAYALI,PE-18C,15.0,DESPISTE,12.0,6.0,MONDAY,0,0
TACNA,PE-36,20.0,VOLCADURA,14.0,6.0,MONDAY,0,0
ANCASH,PE-16,51.0,DESPISTE,23.0,6.0,MONDAY,1,0
CAJAMARCA,PE-08,101.0,DESPISTE,17.0,6.0,MONDAY,0,0
LIMA,PE-1S,116.0,DESPISTE,20.0,6.0,MONDAY,1,0
CUSCO,PE-3S,1103.0,CHOQUE,16.0,6.0,MONDAY,0,0
UCAYALI,PE-18C,24.0,CHOQUE,16.0,6.0,TUESDAY,0,1
LIMA,PE-1S,83.0,DESPISTE,8.0,6.0,TUESDAY,0,0
ICA,PE-1S,277.0,ESPECIAL,10.0,6.0,TUESDAY,0,0
ANCASH,PE-1N,293.0,CHOQUE,22.0,6.0,TUESDAY,1,1
LA LIBERTAD,PE-1N,516.0,CHOQUE,16.0,6.0,TUESDAY,0,0
CUSCO,PE-28G,38.0,ATROPELLO,22.0,6.0,WEDNESDAY,1,0
PIURA,PI-102,39.0,DESPISTE,17.0,6.0,WEDNESDAY,0,0
UCAYALI,PE-18C,42.0,DESPISTE,20.0,6.0,WEDNESDAY,1,0
LIMA,PE-1N,44.0,DESPISTE,15.0,6.0,WEDNESDAY,0,0
JUNIN,PE-3S,65.0,DESPISTE,0.0,6.0,WEDNESDAY,0,0
JUNIN,PE-3N,137.0,CHOQUE,18.0,6.0,WEDNESDAY,1,0
AREQUIPA,PE-34A,178.0,CHOQUE,14.0,6.0,WEDNESDAY,0,0
AREQUIPA,PE-1S,608.0,DESPISTE,17.0,6.0,WEDNESDAY,0,0
LIMA,PE-1N,48.0,DESPISTE,8.0,6.0,THURSDAY,0,0
AMAZONAS,PE-5N,123.0,CHOQUE,22.0,6.0,THURSDAY,1,1
APURIMAC,PE-30A,198.0,DESPISTE,12.0,6.0,THURSDAY,0,0
LIMA,PE-1N,203.0,DESPISTE,7.0,6.0,THURSDAY,0,0
ANCASH,PE-1N,264.0,DESPISTE,6.0,6.0,THURSDAY,0,0
APURIMAC,PE-30A,302.0,CHOQUE,7.0,6.0,THURSDAY,0,0
TACNA,PE-1S,1303.0,CHOQUE,19.0,6.0,THURSDAY,1,0
PIURA,N.I.,,DESPISTE,22.0,6.0,THURSDAY,1,0
CAJAMARCA,PE-3NB,4.0,ATROPELLO,19.0,6.0,FRIDAY,1,1
CAJAMARCA,PE-3N,9.0,DESPISTE,13.0,6.0,FRIDAY,0,0
LIMA,PE-1S,119.0,DESPISTE,6.0,6.0,FRIDAY,0,0
LIMA,PE-22,128.0,DESPISTE,21.0,6.0,FRIDAY,1,0
LA LIBERTAD,PE-1N,639.0,DESPISTE,7.0,6.0,FRIDAY,0,1
CAJAMARCA,PE-3NB,34.0,DESPISTE,20.0,6.0,SATURDAY,1,0
UCAYALI,PE-18C,46.0,DESPISTE,13.0,6.0,SATURDAY,0,0
UCAYALI,PE-18C,51.0,CHOQUE,2.0,6.0,SATURDAY,0,0
CAJAMARCA,PE-08A,62.0,DESPISTE,12.0,6.0,SATURDAY,0,0
PUNO,PE-1S,,DESPISTE,0.0,6.0,SATURDAY,0,0
UCAYALI,PE-18C,13.0,CHOQUE,6.0,6.0,SUNDAY,0,0
PUNO,PE-34H,54.0,CHOQUE,18.0,6.0,SUNDAY,1,0
AREQUIPA,PE-34A,83.0,DESPISTE,10.0,6.0,SUNDAY,0,0
LIMA,PE-22,110.0,DESPISTE,12.0,6.0,SUNDAY,0,0
AREQUIPA,PE-1SD,10.0,DESPISTE,9.0,6.0,MONDAY,0,0
LIMA,PE-22,111.0,CHOQUE,20.0,6.0,MONDAY,1,0
LIMA,PE-1S,170.0,CHOQUE,19.0,6.0,MONDAY,1,0
MOQUEGUA,PE-1SD,197.0,DESPISTE,16.0,6.0,MONDAY,0,0
ANCASH,PE-1N,240.0,DESPISTE,6.0,6.0,MONDAY,0,0
AREQUIPA,PE-34A,4.0,ATROPELLO,7.0,6.0,TUESDAY,0,1
TACNA,PE-1SD,15.0,CHOQUE,22.0,6.0,TUESDAY,1,0
ICA,PE-1S,188.0,DESPISTE,10.0,6.0,TUESDAY,0,0
ANCASH,PE-1S,417.0,CHOQUE,6.0,6.0,TUESDAY,0,0
LA LIBERTAD,PE-1N,514.0,VOLCADURA,14.0,6.0,TUESDAY,0,0
LA LIBERTAD,PE-1N,678.0,CHOQUE,5.0,6.0,TUESDAY,0,1
CUSCO,PE-3S,999.0,CHOQUE,8.0,6.0,TUESDAY,0,0
PUNO,PE-3S,1284.0,CHOQUE,18.0,6.0,TUESDAY,1,0
JUNIN,PE-22,20.0,DESPISTE,8.0,7.0,WEDNESDAY,0,0
LIMA,PE-1S,23.0,CHOQUE,6.0,7.0,WEDNESDAY,0,0
ANCASH,PE-3N,75.0,CHOQUE,17.0,7.0,WEDNESDAY,0,0
CAJAMARCA,PE-06B,152.0,CHOQUE,17.0,7.0,WEDNESDAY,0,0
AMAZONAS,PE-04A,185.0,DESPISTE,18.0,7.0,WEDNESDAY,1,0
ANCASH,PE-1N,226.0,DESPISTE,6.0,7.0,WEDNESDAY,0,0
PIURA,PE-1N,252.0,CHOQUE,17.0,7.0,WEDNESDAY,0,0
PUNO,PE-36A,303.0,CHOQUE,15.0,7.0,WEDNESDAY,0,0
AYACUCHO,PE-3S,327.0,CHOQUE,14.0,7.0,WEDNESDAY,0,0
ANCASH,PE-1N,444.0,CHOQUE,0.0,7.0,WEDNESDAY,0,0
LA LIBERTAD,PE-1N,705.0,DESPISTE,9.0,7.0,WEDNESDAY,0,0
LAMBAYEQUE,PE-1N,793.0,CHOQUE,20.0,7.0,WEDNESDAY,1,0
CAJAMARCA,PE-08A,47.0,DESPISTE,1.0,7.0,THURSDAY,0,0
LIMA,PE-1N,123.0,DESPISTE,16.0,7.0,THURSDAY,0,0
MOQUEGUA,PE-1S,127.0,DESPISTE,19.0,7.0,THURSDAY,1,0
ANCASH,PE-16,154.0,DESPISTE,14.0,7.0,THURSDAY,0,0
AREQUIPA,PE-1S,167.0,CHOQUE,5.0,7.0,THURSDAY,0,1
ICA,PE-1S,182.0,CHOQUE,4.0,7.0,THURSDAY,0,0
ANCASH,PE-1N,275.0,DESPISTE,9.0,7.0,THURSDAY,0,0
MOQUEGUA,PE-1S,1279.0,DESPISTE,9.0,7.0,THURSDAY,0,1
UCAYALI,PE-18C,108.0,DESPISTE,2.0,7.0,FRIDAY,0,0
LAMBAYEQUE,PE-1N,119.0,ESPECIAL,21.0,7.0,FRIDAY,1,0
LIMA,PE-22,122.0,DESPISTE,2.0,7.0,FRIDAY,0,1
AYACUCHO,PE-3S,130.0,DESPISTE,16.0,7.0,FRIDAY,0,0
AMAZONAS,PE-04A,234.0,CHOQUE,19.0,7.0,FRIDAY,1,0
ANCASH,PE-3N,693.0,DESPISTE,3.0,7.0,FRIDAY,0,0
JUNIN,PE-22,70.0,DESPISTE,21.0,7.0,SATURDAY,1,0
AYACUCHO,PE-28B,79.0,CHOQUE,17.0,7.0,SATURDAY,0,0
CAJAMARCA,PE-08,110.0,DESPISTE,16.0,7.0,SATURDAY,0,1
LIMA,PE-1N,110.0,CHOQUE,7.0,7.0,SATURDAY,0,0
ICA,PE-30A,144.0,CHOQUE,22.0,7.0,SATURDAY,1,0
LA LIBERTAD,PE-1N,596.0,DESPISTE,19.0,7.0,SATURDAY,1,1
AMAZONAS,PE-5N,9.0,CHOQUE,23.0,7.0,SUNDAY,1,0
APURIMAC,PE-04A,12.0,CHOQUE,21.0,7.0,SUNDAY,1,0
LIMA,PE-1N,147.0,DESPISTE,2.0,7.0,SUNDAY,0,0
APURIMAC,PE-30A,254.0,DESPISTE,10.0,7.0,SUNDAY,0,1
AREQUIPA,PE-1S,592.0,DESPISTE,0.0,7.0,SUNDAY,0,0
PIURA,PE-02A,1.0,CHOQUE,19.0,7.0,MONDAY,1,0
LORETO,LO-103,3.0,ATROPELLO,14.0,7.0,MONDAY,0,0
PIURA,PE-1N,102.0,DESPISTE,18.0,7.0,MONDAY,1,0
LIMA,PE-1S,108.0,CHOQUE,6.0,7.0,MONDAY,0,1
LIMA,PE-1S,163.0,CHOQUE,5.0,7.0,MONDAY,0,0
PIURA,PE-1N,260.0,DESPISTE,15.0,7.0,MONDAY,0,0
LA LIBERTAD,PE-1N,558.0,ATROPELLO,19.0,7.0,MONDAY,1,1
PUNO,PE-3S,1219.0,CHOQUE,21.0,7.0,MONDAY,1,1
CAJAMARCA,PE-3N,1378.0,DESPISTE,16.0,7.0,MONDAY,0,1
PUNO,PE-1S,1467.0,CHOQUE,19.0,7.0,MONDAY,1,0
ANCASH,PE-16,12.0,CHOQUE,23.0,7.0,TUESDAY,1,0
ANCASH,PE-1N,34.0,DESPISTE,10.0,7.0,TUESDAY,0,0
HUANUCO,PE-18A,103.0,DESPISTE,9.0,7.0,TUESDAY,0,0
AYACUCHO,PE-22,129.0,CHOQUE,18.0,7.0,TUESDAY,1,0
LIMA,PE-1N,142.0,DESPISTE,17.0,7.0,TUESDAY,0,0
AREQUIPA,PE-34A,179.0,DESPISTE,10.0,7.0,TUESDAY,0,0
HUANUCO,PE-5N,452.0,CHOQUE,8.0,7.0,TUESDAY,0,0
LAMBAYEQUE,PE-1N,727.0,CHOQUE,20.0,7.0,TUESDAY,1,1
CUSCO,PE-3S,1142.0,DESPISTE,5.0,7.0,TUESDAY,0,0
MOQUEGUA,PE-1S,1219.0,CHOQUE,10.0,7.0,TUESDAY,0,0
LAMBAYEQUE,PE-1N,13.0,CHOQUE,13.0,7.0,WEDNESDAY,0,1
PIURA,PE-1N,48.0,DESPISTE,17.0,7.0,WEDNESDAY,0,0
HUANUCO,PE-18A,50.0,DESPISTE,18.0,7.0,WEDNESDAY,1,0
AYACUCHO,PE-30A,101.0,DESPISTE,19.0,7.0,WEDNESDAY,1,0
ICA,PE-30A,101.0,DESPISTE,20.0,7.0,WEDNESDAY,1,0
ANCASH,PE-1N,329.0,DESPISTE,19.0,7.0,WEDNESDAY,1,0
ANCASH,PE-1N,399.0,DESPISTE,13.0,7.0,WEDNESDAY,0,0
MADRE DE DIOS,PE-30C,403.0,DESPISTE,12.0,7.0,WEDNESDAY,0,0
ANCASH,PE-3N,571.0,CHOQUE,21.0,7.0,WEDNESDAY,1,0
AREQUIPA,PE-1S,728.0,DESPISTE,17.0,7.0,WEDNESDAY,0,0
LAMBAYEQUE,PE-1N,842.0,CHOQUE,15.0,7.0,WEDNESDAY,0,1
PIURA,PE-1N,31.0,CHOQUE,20.0,7.0,THURSDAY,1,1
CAJAMARCA,PE-08B,45.0,ATROPELLO,11.0,7.0,THURSDAY,0,0
AREQUIPA,PE-34A,55.0,CHOQUE,12.0,7.0,THURSDAY,0,0
LIMA,PE-1N,136.0,ATROPELLO,23.0,7.0,THURSDAY,1,1
MADRE DE DIOS,PE-30C,324.0,CHOQUE,16.0,7.0,THURSDAY,0,0
LA LIBERTAD,PE-1N,518.0,CHOQUE,8.0,7.0,THURSDAY,0,0
LA LIBERTAD,PE-1N,525.0,ATROPELLO,20.0,7.0,THURSDAY,1,1
APURIMAC,PE-3S,645.0,ATROPELLO,18.0,7.0,THURSDAY,1,1
AREQUIPA,PE-1S,732.0,CHOQUE,3.0,7.0,THURSDAY,0,0
TUMBES,PE-1N,1298.0,CHOQUE,7.0,7.0,THURSDAY,0,0
PUNO,PE-36B,12.0,DESPISTE,19.0,7.0,FRIDAY,1,0
LIMA,PE-1NA,16.0,DESPISTE,14.0,7.0,FRIDAY,0,0
LIMA,PE-1S,142.0,CHOQUE,7.0,7.0,FRIDAY,0,1
CUSCO,PE-28B,243.0,DESPISTE,5.0,7.0,FRIDAY,0,0
PUNO,PE-30A,290.0,DESPISTE,10.0,7.0,FRIDAY,0,0
ANCASH,PE-16,654.0,DESPISTE,18.0,7.0,FRIDAY,1,0
SAN MARTIN,PE-04A,750.0,CHOQUE,9.0,7.0,FRIDAY,0,0
AREQUIPA,PE-1S,830.0,CHOQUE,4.0,7.0,FRIDAY,0,1
PIURA,PE-02D,0.0,CHOQUE,6.0,7.0,SATURDAY,0,0
LIMA,PE-1NA,16.0,DESPISTE,5.0,7.0,SATURDAY,0,0
TACNA,PE-36A,31.0,DESPISTE,2.0,7.0,SATURDAY,0,0
LIMA,PE-1S,35.0,DESPISTE,5.0,7.0,SATURDAY,0,0
TACNA,PE-1SD,47.0,CHOQUE,19.0,7.0,SATURDAY,1,0
JUNIN,PE-3N,56.0,CHOQUE,14.0,7.0,SATURDAY,0,1
CUSCO,PE-3SG,69.0,ESPECIAL,6.0,7.0,SATURDAY,0,1
LIMA,PE-1S,82.0,DESPISTE,15.0,7.0,SATURDAY,0,0
ANCASH,AN-100,86.0,DESPISTE,7.0,7.0,SATURDAY,0,0
UCAYALI,PE-04A,178.0,CHOQUE,22.0,7.0,SATURDAY,1,1
ICA,PE-1S,182.0,CHOQUE,18.0,7.0,SATURDAY,1,0
ANCASH,PE-1N,240.0,DESPISTE,17.0,7.0,SATURDAY,0,0
ANCASH,PE-1N,338.0,DESPISTE,8.0,7.0,SATURDAY,0,0
APURIMAC,PE-30A,384.0,DESPISTE,13.0,7.0,SATURDAY,0,0
AREQUIPA,PE-1S,1025.0,CHOQUE,9.0,7.0,SATURDAY,0,0
LA LIBERTAD,PE-3N,1052.0,DESPISTE,7.0,7.0,SATURDAY,0,0
AREQUIPA,AR-109,6.0,CHOQUE,13.0,7.0,SUNDAY,0,0
LIMA,PE-1N,19.0,DESPISTE,11.0,7.0,SUNDAY,0,0
LIMA,PE-22,29.0,CHOQUE,10.0,7.0,SUNDAY,0,0
CUSCO,PE-28B,105.0,DESPISTE,14.0,7.0,SUNDAY,0,1
LIMA,PE-16,137.0,DESPISTE,17.0,7.0,SUNDAY,0,0
AREQUIPA,PE-34A,179.0,DESPISTE,12.0,7.0,SUNDAY,0,0
AYACUCHO,PE-28A,442.0,DESPISTE,5.0,7.0,SUNDAY,0,0
CAJAMARCA,PE-06B,3.0,DESPISTE,8.0,7.0,MONDAY,0,0
LAMBAYEQUE,PE-1NJ,42.0,CHOQUE,23.0,7.0,MONDAY,1,0
LIMA,PE-1N,110.0,DESPISTE,22.0,7.0,MONDAY,1,0
SAN MARTIN,PE-04A,587.0,DESPISTE,18.0,7.0,MONDAY,1,0
LIMA,PE-16,8.0,DESPISTE,11.0,7.0,TUESDAY,0,0
LIMA,PE-16,55.0,DESPISTE,18.0,7.0,TUESDAY,1,0
LIMA,PE-1N,102.0,DESPISTE,11.0,7.0,TUESDAY,0,0
LIMA,PE-1N,107.0,VOLCADURA,18.0,7.0,TUESDAY,1,1
LIMA,PE-1N,164.0,CHOQUE,19.0,7.0,TUESDAY,1,0
ANCASH,PE-1N,248.0,ESPECIAL,6.0,7.0,TUESDAY,0,0
LA LIBERTAD,PE-1N,519.0,CHOQUE,5.0,7.0,TUESDAY,0,1
JUNIN,PE-24,0.0,CHOQUE,17.0,7.0,WEDNESDAY,0,0
AREQUIPA,PE-34A,122.0,CHOQUE,0.0,7.0,WEDNESDAY,0,1
PUNO,PE-34B,176.0,CHOQUE,17.0,7.0,WEDNESDAY,0,0
PUNO,PE-34A,260.0,DESPISTE,22.0,7.0,WEDNESDAY,1,0
LIMA,PE-1N,332.0,DESPISTE,13.0,7.0,WEDNESDAY,0,0
MADRE DE DIOS,PE-30C,498.0,DESPISTE,14.0,7.0,WEDNESDAY,0,0
HUANCAVELICA,PE-3SD,28.0,DESPISTE,17.0,7.0,THURSDAY,0,0
